opis_id,name,address,city,state,lat,lon,price_per_gallon,geocode_source
67801,SUNOCO,"I-275, EXIT 42/SR-747",Cincinnati,OH,39.17054,-84.50453,3.099,city_centroid
67804,SUNSTOP #616,US-84/SR-134 & CR-1,Daleville,AL,31.21069903885,-85.79019601912,3.399,census
67806,84 QUICK STOP,I-84,Brookhaven,MS,31.57717,-90.46313,3.149,city_centroid
67811,QUICK FUEL #5301,SR-360,Grand Prairie,TX,32.69472,-97.0175,3.024,city_centroid
67813,LEROY TRUCK PLAZA,"I-74, EXIT 149",Le Roy,IL,40.3468,-88.7598,3.479,city_centroid
67815,LOVES TRAVEL STOP #254,"I-70, EXIT 59 & SR-39",Mooresville,IN,39.5915,-86.3642,3.929,city_centroid
67818,LOVES TRAVEL STOP #457,"I-30/US-67/US-70, EXIT 128",Little Rock,AR,34.75943,-92.34474,3.24233333,city_centroid
67819,BREW #31,US-71/US-18,Spencer,IA,43.1451,-95.1457,3.46566666,city_centroid
67820,CIRCLE K #2723487,US-17 & SR-211,Supply,NC,34.0231,-78.2884,3.289,city_centroid
67821,FAS MART #5261,SR-9 & SR-57,Tollesboro,KY,38.5723,-83.5605,3.35233333,city_centroid
67822,SPINX #178 (DISCOUNT AVAILABLE),"I-385, EXIT 42 & I-85, EXIT 51B & US-25",Travelers Rest,SC,35.0039,-82.4272,3.19233333,city_centroid
67823,FLASH MARKET #17032,"I-555/US-63, EXIT 29 & SR-69",Trumann,AR,35.5882,-90.562,3.40733333,city_centroid
67824,CIRCLE K #2723641,US-231/SR-87/SR-10/SR-53 & CR-21,Troy,AL,31.7856,-85.97693,3.799,city_centroid
67826,VALLEN MART,US-14,Volga,SD,44.3224,-96.9251,3.319,city_centroid
67827,GAS N GO,US-280/SR-27 & SR-520,Richland,GA,32.088035936634,-84.667396800064,3.199,census
67829,KWIK TRIP #721,SR-19 & SR-73,Marshall,WI,43.1636,-89.0753,3.49733333,city_centroid
67832,Sprint Mart #45,US-278/US-45,Tupelo,MS,34.23955,-88.7345,3.189,city_centroid
67833,PETES #05,US-59 & US-400,Parsons,KS,37.3389,-95.2693,3.299,city_centroid
67835,CIRCLE K #2723782,"I-40, EXIT 38 & US-421",Greensboro,NC,36.0786,-79.80356,3.08233333,city_centroid
67837,PILOT TRAVEL CENTER #1054,US-183 & SR-21,Buda,TX,30.0918,-97.8534,3.41566666,city_centroid
67839,EL TIGRE FOOD STORE #13,SR-336,Hidalgo,TX,26.1028,-98.2536,3.21566666,city_centroid
67841,CIRCLE K #2723844,US-15/US-501/US-1,Sanford,NC,35.46553,-79.16333,3.049,city_centroid
67842,CIRCLE K #4707627,"I-81, EXIT 48",Watertown,NY,43.9415,-75.90445,4.099,city_centroid
67844,UNCLE WILLIES #1288,US-13,Felton,DE,39.0225,-75.5829,3.219,city_centroid
67846,CEDAR RIVER PLAZA,SR-35,Stephenson,MI,45.4166,-87.6258,3.419,city_centroid
67847,E Z PICKENS,"US-20, EXIT 275 & SR-13",Manchester,IA,42.390901286829,-91.480803580196,3.579,census
67848,JEMISON EXXON,"I-65, EXIT 219 & CR-42",Jemison,AL,32.924078170054,-86.861931511123,3.299,census
67849,KUM & GO #0379,US-412/ US-63 & SR-25,Black Rock,AR,36.102548372099,-91.098020759183,3.199,census
67850,SMILEYS FUEL CITY,"I-64/I-81, EXIT 205 & SR-206",Raphine,VA,37.9374,-79.2219,3.539,city_centroid
67854,CircleK #2709341,US-411,Chatsworth,GA,34.7589,-84.7943,3.499,city_centroid
67855,FAS MART #5262,"I-64, EXIT 94 & SR-1958/SR-2888",Winchester,KY,37.98865,-84.1793,2.90733333,city_centroid
67859,PILOT #1135,US-281,Falfurrias,TX,27.2242,-98.1408,3.459,city_centroid
67860,SHELL,"I-55, EXIT 227 & SR-32",Oakland,MS,34.0756,-89.8877,2.999,city_centroid
67861,CASEYS #4308,US-34,Chariton,IA,41.0226,-93.3042,3.539,city_centroid
67862,SUNOCO TRUCK STOP,"I-70, EXIT 123 & SR-3",Spiceland,IN,39.8271,-85.445,3.399,city_centroid
67865,PILOT TRAVEL CENTER #897,"I-95, EXIT 12B, INTERSECTION OF SR-826 & 817",Opa Locka,FL,25.92865,-80.2624,3.699,city_centroid
67866,QUICK DRAW TRAVEL PLAZA,"I-20, EXIT 49 & SR-531",Minden,LA,32.62385,-93.2877,3.01233333,city_centroid
67868,CHEVRON,SR-19,Huntsville,TX,30.73516,-95.56576,2.979,city_centroid
67871,BASIN MARKET #107,US-40,Vernal,UT,40.44805,-109.5378,3.599,city_centroid
67872,SMOKIES,US-45,Okolona,MS,33.9694,-88.7638,3.099,city_centroid
67874,RUTTERS #56,"I-83, EXIT 39A & SR-114",New Cumberland,PA,40.2151,-76.8689,3.899,city_centroid
67875,EXXON TIGER MART,"US-67/US-167, EXIT 28 & US-64",Beebe,AR,35.069124187119,-91.922224596539,3.299,census
67876,KUM & GO #0880,"US-412, EXIT 36",Stillwater,OK,36.1112,-97.06158,2.954,city_centroid
67877,CIRCLE K #4703701,I-24 EXIT 70,Smyrna,TN,35.9656,-86.5048,3.03233333,city_centroid
67879,Strike,US-287/96/69 & SR-347,Beaumont,TX,30.09015,-94.14427,3.499,city_centroid
67883,CASH MAGIC HOLLYWOOD,US-90,Berwick,LA,29.6929,-91.2518,3.399,city_centroid
67884,ROADRUNNER FUELS,US-550/SR-544,Aztec,NM,36.8205,-108.011,3.77566666,city_centroid
67886,MAVERIK #5200,"I-70 BUSINESS, EXIT 25, CR-24",De Beque,CO,39.3118,-108.2304,3.44233333,city_centroid
67887,AIRLINE CHEVRON,US-61,Kenner,LA,29.99222,-90.2494,3.099,city_centroid
67890,KUM & GO #0449,US-60/US-71,Neosho,MO,36.8706,-94.3862,3.05566666,city_centroid
67892,TURRELL FUEL STOP,"I-55, EXIT 21",Turrell,AR,35.3439,-90.2978,3.46566666,city_centroid
67894,CIRCLE K #2705098,US-27 & SR-44,Leesburg,FL,28.820505508272,-81.953139077308,3.57233333,census
67897,KENT KWIK #273,SR-302 & SR-18,Kermit,TX,31.847457703726,-103.086585007223,3.039,census
67900,SPRINT FOODS #725,"I-520, EXIT 16/SR-28",Beech Island,SC,33.4707,-81.8639,3.349,city_centroid
67906,ON THE GO,SR-239,Prescott,KS,38.0718,-94.7008,3.199,city_centroid
67908,CIRCLE K #2744062,"I-25, EXIT 74",Colorado City,CO,37.9441,-104.8412,3.349,city_centroid
67910,G FUEL,US-40 & SR-140,Penns Grove,NJ,39.686237418479,-75.486176628341,3.399,census
67917,STRIPES 7FLEET #42510,"I-10, EXIT 256/US-285",Fort Stockton,TX,30.8908,-102.8799,3.379,city_centroid
67918,DELAWARE TRUCK STOP,"I-80, EXIT 4C/US-46",Delaware,NJ,40.8929,-75.0646,3.079,city_centroid
67922,EXXON,"I-20, EXIT 44 & US-371 & US-80/US-79",Minden,LA,32.62385,-93.2877,3.399,city_centroid
67923,MONROE CENTER BP OASIS,"I-39, EXIT 111/US-51 & SR-72",Monroe Center,IL,42.105,-89.0169,3.599,city_centroid
67924,KUM & GO #0026,"I-90, EXIT 26",Adrian,MN,43.6197,-95.9273,3.19066666,city_centroid
67925,CHEVRON,US-61,Baton Rouge,LA,30.47667,-91.10673,3.899,city_centroid
67927,STONES TRUCK STOP,"I-29, EXIT 77/US-212",Watertown,SD,44.890166351986,-97.117197463349,3.38233333,census
67929,Circle K,SR-574,Plant City,FL,28.00878,-82.13232,3.32566666,city_centroid
67930,CIRCLE K #2721426,US-98/SR-30A & SR-368,Panama City,FL,30.1958,-85.66421,3.29066666,city_centroid
67931,Forks 1&23,US-1/US-23/SR-4 & SR-19,Alma,GA,31.5465,-82.4633,3.599,city_centroid
67932,SPRINT MART #4144,US-82/US-45/SR-12 & SR-182,Columbus,MS,33.49863,-88.41172,3.01566666,city_centroid
67933,SUNOCO,SR-50 & SR-471,Webster,FL,28.555176671306,-82.054702194862,3.33566666,census
67934,WHISPERING PINES,SR-10,Greensburg,LA,30.8647,-90.7256,3.099,city_centroid
67935,CIRCLE K #2707610,"I-10, EXIT 26",Milton,FL,30.64137,-87.08567,3.23233333,city_centroid
67938,TEXACO,"I-84, EXIT 376",Tremonton,UT,41.7016,-112.1813,3.45566666,city_centroid
67939,DELTA FUEL,"I-80, EXIT 242 & SR-339",Mifflinville,PA,41.0323,-76.308,3.36566666,city_centroid
67940,MARTIN GENERAL STORE,US-22,Ebensburg,PA,40.4801,-78.7263,3.524,city_centroid
67941,FIESTA MART #21,"I-40, EXIT 278",Warner,OK,35.4945,-95.3064,3.639,city_centroid
67943,LOVES TRAVEL STOP #459,"I-65, EXIT 133 & SR-267",Whitestown,IN,40.0,-86.3507,3.62233333,city_centroid
67949,7-ELEVEN #36835,"I-85, EXIT 32",Pelzer,SC,34.6461,-82.4673,3.18233333,city_centroid
67952,CIRCLE K #2707682,"I-75, EXIT 164 & US-17/SR-35",Punta Gorda,FL,26.93567,-82.00143,3.399,city_centroid
67957,CITGO,US-27,Hialeah,FL,25.87553,-80.3042,3.47233333,city_centroid
67965,DIAMOND #7,"I-65, EXIT 69",Brewton,AL,31.1173,-87.08415,3.399,city_centroid
67968,WHITESBURG BP,US-27/SR-16,Whitesburg,GA,33.480295344393,-84.903249343747,3.699,census
67974,TALL TIMBERS TRUCKSTOP,"I-10, EXIT 23 & SR-108",Sulphur,LA,30.22803,-93.37803,3.83233333,city_centroid
67976,KWIK TRIP #587,US-141 & SR-22,Lena,WI,44.956,-88.075,3.28233333,city_centroid
67977,KUM & GO #4127,"I-29, EXIT 127",Sloan,IA,42.2427,-96.2306,3.109,city_centroid
67994,Pure,US-82/SR-520/SR-135,Willacoochee,GA,31.3455,-83.0449,3.46566666,city_centroid
67997,CIRCLE K #2745137,"I-75/SR-401, EXIT 149 & SR-49",Byron,GA,32.652722738482,-83.755316346351,3.199,census
68002,CO RETAIL VENTURE DB,US-34 & SR-59,Yuma,CO,40.1301,-102.7072,3.449,city_centroid
68005,WESSON,"I-84, EXIT 22, SR-8, EXIT 22",Waterbury,CT,41.55745,-73.04522,4.179,city_centroid
68007,Highland oil,US-412,Hardy,AR,36.3227,-91.411,3.269,city_centroid
68008,FAST LANE #3,US-64 & US-49,Mc Crory,AR,35.2473,-91.1793,3.399,city_centroid
68009,CIRCLE K #2741779,"US-270, EXIT 2",Hot Springs National Park,AR,34.547,-93.03796,3.369,city_centroid
68012,ROYAL FARMS #120,US-13/CR-16,Greenwood,DE,38.8175,-75.5935,3.259,city_centroid
68016,Chevron #386730,"I-10, EXIT 139",Phoenix,AZ,33.49161,-112.07925,3.299,city_centroid
68017,TEXACO,SR-89,Prescott,AZ,34.63072,-112.52385,3.739,city_centroid
68019,PAC PRIDE CARDLOCK,CR-25/CR-826,Miami,FL,25.76899,-80.25858,3.479,city_centroid
68020,EXXON,"I-10, EXIT 335/SR-121",Macclenny,FL,30.278565194834,-82.122872342882,3.499,census
68026,MINIT MART #600627,"I-57, EXIT 312",Kankakee,IL,41.1166,-87.8696,3.449,city_centroid
68029,MAPCO #3502,SR-151,Ringgold,GA,34.9205,-85.1549,3.09233333,city_centroid
68030,FIVE STAR EXPRESS,"I-520/SR-415, EXIT 16 & SR-28",Augusta,GA,33.43296,-82.07515,3.499,city_centroid
68031,ORCHARD STOP BP,US-30,Montgomery,IL,41.7177,-88.332,3.549,city_centroid
68033,CIRCLE K #2703175,"I-520/SR-415, EXIT 9 & SR-56",Augusta,GA,33.43296,-82.07515,3.28233333,city_centroid
68036,MOBIL,"I-95, EXIT 60",Salisbury,MA,42.8507,-70.8588,3.599,city_centroid
68040,MISHAWAKA ROAD FLEET SITE,SR-19 & CR-20,Elkhart,IN,41.656204096508,-86.003067754055,3.689,census
68043,CARROLL MOTOR FUELS,US-40,Middle River,MD,39.3401,-76.4153,3.139,city_centroid
68048,CASEYS #3961,SR-3 & SR-143,Marcus,IA,42.808002002103,-95.799612079369,3.299,census
68052,CUBBYS #302,SR-39 & SR-175,Odebolt,IA,42.3095,-95.2501,3.31566666,city_centroid
68053,KJ TRAVEL CENTER,"US-20, EXIT 310",Idaho Falls,ID,43.48474,-112.00436,3.40733333,city_centroid
68055,Gallops,US-20,Michigan City,IN,41.70075,-86.8925,3.399,city_centroid
68062,FARMERS UNION OIL,US-83,Wilton,ND,47.1709,-100.7944,3.899,city_centroid
68065,Caseys #4450,US-160,Ulysses,KS,37.5792,-101.3488,3.399,city_centroid
68067,PUMP & PANTRY #2,US-30 & US-281,Grand Island,NE,40.90767,-98.41017,3.30733333,city_centroid
68068,ELGIN ONE STOP,SR-14 & SR-70,Elgin,NE,41.9732,-98.0751,3.13733333,city_centroid
68070,PAULS TRUCK STOP,US-171,Leesville,LA,31.13455,-93.2173,3.449,city_centroid
68072,FAMILY FARE #834 (DISCOUNT AVAILABLE),"US-131, EXIT 175",Byron Center,MI,42.8016,-85.7136,3.739,city_centroid
68073,BIG BATS 2,US-20,Chadron,NE,42.8193,-102.9953,3.699,city_centroid
68076,JENNINGS TRUCKSTOP,"I-10, EXIT 65",Jennings,LA,30.2201,-92.6574,2.999,city_centroid
68079,NORTH FORK TRUCK STOP,US-12/CR-103,White Pigeon,MI,41.798252256148,-85.642620223758,3.559,census
68080,SAMMYS TRUCK AUTO PLAZA,"I-49, EXIT 53",Bunkie,LA,30.8641,-92.1466,3.399,city_centroid
68081,SHELL,SR-308 & SR-654,Mathews,LA,29.677566661271,-90.541474771865,3.459,census
68091,ALLTOWN MARKETS,"SR-101, EXIT 2",Auburn,NH,42.9925,-71.3449,3.799,city_centroid
68093,MARATHON,US-223/CR-52,Adrian,MI,41.9005,-84.0446,3.599,city_centroid
68095,ALEXS MARKET AND GRILL,"I-75, EXIT 101",Holly,MI,42.7905,-83.6127,4.699,city_centroid
68100,REFINED MARKETERS,"I-96, EXIT 31A/US-131, EXIT 88",Grand Rapids,MI,42.97953,-85.61332,3.739,city_centroid
68102,SUNOCO,ST 17,Carlstadt,NJ,40.8403,-74.0925,3.16233333,city_centroid
68107,SPEEDWAY #4500,"I-35, EXIT 171/CR-11",Pine City,MN,45.8363,-92.9042,3.549,city_centroid
68110,CIRCLE K #4705573,SR-82,Grafton,OH,41.2854,-82.0431,3.749,city_centroid
68112,QUICK FUEL #3138,"I-35, EXIT 98/CR-26",Saint Paul,MN,44.95959,-93.1016,3.61733333,city_centroid
68113,CIRCLE K #4705571,ST 2,Holland,OH,41.6226,-83.7257,3.549,city_centroid
68114,BP,US-130,Burlington,NJ,40.068,-74.8454,3.14566666,city_centroid
68116,Circle K #2746335,"I-35, EXIT 22",Minneapolis,MN,44.98238,-93.2961,3.799,city_centroid
68122,CENEX,SR-11/SR-310,Roseau,MN,48.7048,-95.7504,3.499,city_centroid
68124,CIRCLE K #4705587,SR-585 & SR-57,Rittman,OH,40.9684,-81.7826,3.659,city_centroid
68129,CULVERS HAWKINS,"US-59/I-29, EXIT 43",Saint Joseph,MO,39.74953,-94.83665,3.199,city_centroid
68133,CASEYS #4256,US-71/SR-175,Joplin,MO,37.07795,-94.5105,3.069,city_centroid
68140,CROSSROADS RATON TRUCK STOP,"I-25/US-85, EXIT 451 & US-87",Raton,NM,36.8952,-104.4349,3.499,city_centroid
68147,Regal Truck Stop,SR 30,New Albany,MS,34.4851,-89.0031,3.249,city_centroid
68148,CIRCLE K #2723389,US-49,Gulfport,MS,30.41438,-89.07112,2.944,city_centroid
68151,KUM & GO #0498,SR-125,Rogersville,MO,37.131,-93.0964,3.05233333,city_centroid
68154,LOVES TRAVEL STOP #395,"I-57, EXIT 308",Kankakee,IL,41.1166,-87.8696,3.379,city_centroid
68155,SHEETZ #181,"I-80, EXIT 158 & SR-220",Bellefonte,PA,40.8978,-77.7732,3.729,city_centroid
68156,A PLUS MINI MARKET,"I-95, EXIT 26",Philadelphia,PA,39.99076,-75.14261,3.999,city_centroid
68157,RAJS MINI MART,US-1/SR-29,Morrisville,PA,40.2084,-74.8291,3.899,city_centroid
68158,SUNOCO,"I-78, EXIT 29A/SR-61",Shoemakersville,PA,40.4955,-75.9603,3.639,city_centroid
68161,KWIK FILL #390,SR-15 & TABER RD,Blossburg,PA,41.6698,-77.0797,3.684,city_centroid
68165,GOLDEN GATE Fallon,US-50,Fallon,NV,39.47243,-118.7803,3.549,city_centroid
68167,CIRCLE K #4707628,SR-90 & SR-5,Montezuma,NY,43.0101,-76.7033,3.999,city_centroid
68169,GOLDEN GATE GOLDEN VALLEY,"US-395, EXIT 73",Reno,NV,39.53615,-119.81462,3.949,city_centroid
68174,MIRABITO #42,"I-81, EXIT 7",Castle Creek,NY,42.2568,-75.9087,3.999,city_centroid
68177,ONVO TRAVEL PLAZA - MIFFLINVILLE,"I-80, EXIT 242/CR-339",Mifflinville,PA,41.0323,-76.308,3.36566666,city_centroid
68178,CIRCLE K #2723748,"I-20, EXIT 48",Pearl,MS,32.2675,-90.11085,3.389,city_centroid
68179,WEST PAK A POK,SR-8,Houston,MS,33.9026,-88.967,3.399,city_centroid
68180,One9 #1374,"I-81, EXIT 143, SR-924",Hazleton,PA,40.9497,-76.0025,3.86233333,city_centroid
68185,CITGO,US-22/SR-72,Jonestown,PA,40.4361,-76.5038,3.749,city_centroid
68188,ONVO TRAVEL PLAZA - GIBSON,"I-81, EXIT 219 & SR-848",New Milford,PA,41.805450681657,-75.653236111881,3.589,census
68189,EAGLE EXXON,US-27/SR-29,Dayton,TN,35.5002,-85.0135,3.399,city_centroid
68191,MARTIN GENERAL STORE # 207,SR-865/I-99 EXIT 41,Altoona,PA,40.5093,-78.40313,3.539,city_centroid
68196,CATDADDY MARKET,SR-33,Tazewell,TN,36.471,-83.5552,3.299,city_centroid
68211,CEFCO #2005,"I-40, EXIT 73",Amarillo,TX,35.25345,-101.86566,2.869,city_centroid
68212,CIRCLE K #2723415,"I-26, EXIT 16",Spartanburg,SC,34.93785,-81.89978,3.099,city_centroid
68213,CADOO MILLS,"I-30/US-67, EXIT 87 & FM-1903",Caddo Mills,TX,33.0683,-96.2391,2.80066666,city_centroid
68215,COWBOY TRAVEL PLAZA,"I-10, EXIT 833",Hamshire,TX,29.8668,-94.3187,2.899,city_centroid
68217,CIRCLE K #2723881,US-701 & US-501,Conway,SC,33.815986873828,-79.039174464548,3.184,census
68225,OASIS TRUCK STOP,US-60 & US-83,Canadian,TX,35.9045,-100.3841,3.299,city_centroid
68227,QUARLES #4914,"I-64 EXIT 297, US-13",Chesapeake,VA,36.75076,-76.28297,3.52566666,city_centroid
68234,CIRCLE K #2723705,"I-81, EXIT 80 & SR-121",Wytheville,VA,36.9407,-81.0941,3.26566666,city_centroid
68235,JOLLEY #113,"I-91, EXIT 28",Derby,VT,44.9502,-72.1376,3.539,city_centroid
68236,TEX BEST #506,"I-35, EXIT 84",Dilley,TX,28.6782,-99.1747,3.099,city_centroid
68243,PILOT EXPRESS #1173,"I-5, EXIT 135",Tacoma,WA,47.22609,-122.45363,4.599,city_centroid
68245,STRIPES #40705,US-77/SR-374,Combes,TX,26.2451,-97.7416,2.91233333,city_centroid
68253,KENT KWIK #262,"CR-18/I-20, EXIT 80",Monahans,TX,31.5813,-102.9003,2.859,city_centroid
68256,EXTRA MILE TRUCK STOP,I-30 EXIT 208,Hooks,TX,33.5253,-94.2657,2.81733333,city_centroid
68257,LOVES TRAVEL STOP #292,"I-55, EXIT 220",Dwight,IL,41.0887,-88.4159,3.349,city_centroid
68258,CIRCLE K #2741536,SR-83/CR-1015,Weslaco,TX,26.16445,-97.98975,3.03566666,city_centroid
68260,ALVARADO MARKET STATION,"I-35W, EXIT 26A & US-67",Alvarado,TX,32.4395,-97.213,2.844,city_centroid
68261,STRIPES #2294,US-83 & FM-1120,Leakey,TX,29.769,-99.7479,2.949,city_centroid
68266,FREDS FUEL AND FOOD #2,"I-57, EXIT 283 & US-24",Gilman,IL,40.768,-87.9933,3.049,city_centroid
68268,SPEED SMART,"I-10, EXIT 114",Buckeye,AZ,33.41915,-112.53125,3.37233333,city_centroid
68270,MPC #2,US-67 & CR-A,Fredericktown,MO,37.4906,-90.3362,2.99066666,city_centroid
68271,PHOENIX #308,ST 210,Rocky Point,NC,34.4344,-77.9234,3.619,city_centroid
68273,CHISUM TRAVEL CENTER,US-70/US-54,Tularosa,NM,33.068817001155,-106.015129561004,2.999,census
68274,CEFCO #6,SR-6 & SR-7,Marlin,TX,31.3036,-96.8889,2.999,city_centroid
68276,KWIK STAR #895,US-18/US-63 EXIT 204,New Hampton,IA,43.056,-92.3131,3.449,city_centroid
68277,WHITE OAK STATION #15,US-65,Harrison,AR,36.23575,-93.10695,3.599,city_centroid
68279,MACS MARKET #101,ST 22A,Fair Haven,VT,43.6234,-73.2701,3.599,city_centroid
68282,SUNSTOP #612,US-84,Andalusia,AL,31.3109,-86.4986,3.48566666,city_centroid
68290,WALTON TRUCK STOP,US-78/SR-10 & SR-83,Monroe,GA,33.81345,-83.70585,3.999,city_centroid
68292,GAS N GO,US-280/US-19,Americus,GA,32.056874126843,-84.253897669638,3.299,census
68294,BP,"I-74, EXIT 51",Galesburg,IL,40.94995,-90.3705,3.499,city_centroid
68298,MR FUEL #719,"I-80, EXIT 6",Gary,IN,41.57944,-87.33971,3.56566666,city_centroid
68301,LOVES TRAVEL STOP #463,I-10 EXIT 604,Seguin,TX,29.58655,-97.967,3.179,city_centroid
68302,FLYING J #493,I-95 EXIT 77,Saint George,SC,33.1845,-80.5732,3.519,city_centroid
68303,KWIK TRIP #351,SR-13 & SR-64,Medford,WI,45.10856764117,-88.016227275568,3.40066666,census
68306,BIG D #018,SR-387 & SR-59,Gillette,WY,44.17163,-105.51417,3.459,city_centroid
68307,EXPRESSWAY LUVERNE,"I-90, EXIT 12",Luverne,MN,43.6614,-96.2216,3.239,city_centroid
68308,PINECONE TRAVEL PLAZA,"I-94, EXIT 267",Johnson Creek,WI,43.0751,-88.7836,3.219,city_centroid
68311,SUN DO KWIK SHOP,SR-242,Evergreen,NC,34.4204,-78.8947,3.159,city_centroid
68314,Refuel #313,US-183 & SR-29,Liberty Hill,TX,30.663,-97.9316,2.909,city_centroid
68315,SHELL,"I-40, EXIT 200 & SR-99",Seminole,OK,35.2383,-96.66945,2.859,city_centroid
68316,CIRCLE K #2723622,"I-75, EXIT 345",Ringgold,GA,34.9205,-85.1549,3.07566666,city_centroid
68318,NINOS TRUCK PLAZA,"I-10, EXIT 151",Port Allen,LA,30.472,-91.2541,3.039,city_centroid
68319,HOLIDAY STATIONSTORE #2746484,US-61 & US-10,Hastings,MN,44.736283013593,-92.852632399795,3.569,census
68321,Big's #304,"I-35, EXIT 141",Moore,TX,29.0595,-99.0204,2.999,city_centroid
68323,TRAINER MART,"I-10, EXIT 593",Marion,TX,29.5683,-98.1517,2.999,city_centroid
68328,TONKAWA TRAVEL CENTER,"I-35, EXIT 214 & US-60",Tonkawa,OK,36.6806,-97.3063,3.099,city_centroid
68330,SHREES TRUCK STOP,"I-90, EXIT 149 & SR-281",George,WA,47.0792,-119.8601,3.569,city_centroid
68332,CIRCLE K #2701526,"I-40, EXIT 208",Colfax,NC,36.1003,-80.0103,2.95733333,city_centroid
68333,GO MART FOOD STORE #106,US-250/US-219/SR-92/SR-55,Elkins,WV,38.9253,-79.8471,3.499,city_centroid
68335,PILOT #481,"I-75, EXIT 20",Mc Donald,TN,35.0869,-84.9892,3.599,city_centroid
68337,SPEEDWAY #1426,US-30 & SR-51,Merrillville,IN,41.4786,-87.36185,3.88566666,city_centroid
68339,LOVES TRAVEL STOP #464,"I-10, EXIT 523 & US-87",Comfort,TX,30.050188430622,-98.915925775402,3.21233333,census
68343,HUTCH'S #119,I-40 EXIT 40,Elk City,OK,35.4112,-99.4127,2.969,city_centroid
68347,ENERGY EXPRESS TRAVEL CENTER,I-70 EXIT 247,Saint Louis,MO,38.64027,-90.28631,2.909,city_centroid
68348,HOT SPOT #6007,"I-85, EXIT 80",Spartanburg,SC,34.93785,-81.89978,3.089,city_centroid
68349,SAPP BROS TRAVEL CENTER,"US-75, EXIT 116",Le Mars,IA,42.7962,-96.1704,3.269,city_centroid
68350,JOAQUIN QUICK STOP,US-84,Joaquin,TX,31.944,-94.0608,3.43233333,city_centroid
68354,LEERJAK TRAVEL CENTER,US-60,Ellsinore,MO,36.9453,-90.7485,3.409,city_centroid
68359,LOVES TRAVEL STOP #466,"I-78, EXIT 65",Jasper,AL,33.86758,-87.25727,3.55566666,city_centroid
68360,A PLUS MINI MARKET,"I-95, EXIT 19",Philadelphia,PA,39.99076,-75.14261,4.049,city_centroid
68361,DUCK THRU FOOD STORE #34,US-158 & US-17,Elizabeth City,NC,36.2885,-76.2377,3.499,city_centroid
68362,RUTTERS #5,US-30 & SR-997,Fayetteville,PA,39.9065,-77.531,3.859,city_centroid
68364,Maplefields,"I-89, EXIT 19",Saint Albans,VT,44.811,-73.0861,3.539,city_centroid
68365,7-ELEVEN #36834,SR-72,Abbeville,SC,34.1819,-82.3785,3.619,city_centroid
68366,MARATHON,US-68/SR-80,Russellville,KY,36.8453,-86.8823,3.199,city_centroid
68367,LOVES TRAVEL STOP #447,"I-10 E, EXIT 0",Anthony,TX,31.9907,-106.5976,3.449,city_centroid
68368,AKAL TRAVEL CENTER,I-80 EX 360,Waco,NE,40.9198,-97.4534,2.799,city_centroid
68369,WORKMANS TRAVEL CENTER,"I-40 EXIT, 35 & SR-23",Ozark,AR,35.5246,-93.8374,3.29733333,city_centroid
68370,GULF EXPRESS DIESEL AND GAS,"I-295, EXIT 4 & SR-14",Johnston,RI,41.8274,-71.52,3.799,city_centroid
68372,SPEEDWAY #8062,SR-26/CR-00,Kokomo,IN,40.47223,-86.12958,3.799,city_centroid
68375,PILOT #491,"I-81, EXIT 251 & US-11",Harrisonburg,VA,38.45748,-78.8581,3.659,city_centroid
68377,PILOT #4568,I-20 EXIT 11,Graniteville,SC,33.563,-81.8147,3.39233333,city_centroid
68378,PILOT TRAVEL CENTERS #596,I-69 EXIT 196,Smiths Creek,MI,42.9051,-82.5679,3.959,city_centroid
68381,Fast Stop Travel Centers #2241,US-26 S & SR-39,Blackfoot,ID,43.1943,-112.3615,3.999,city_centroid
68382,QUIKTRIP #766,US-29 & SR-316,Dacula,GA,33.9883,-83.8795,3.32066666,city_centroid
68383,AYERCO 32,US-61 & SR-P,Canton,MO,40.1437,-91.548,3.01566666,city_centroid
68386,KWIK TRIP #884,US-45 & SR-22,Clintonville,WI,44.531460776636,-88.747157626774,3.559,census
68389,WEBERS OF PLYMOUTH,SR-57 N/CR-PP E,Plymouth,WI,43.747687335705,-87.98694200976,3.499,census
68394,CHEVRON,"I-84, EXIT 343/CR-104",Ogden,UT,41.23951,-111.96541,3.44233333,city_centroid
68396,TOOT N TOTUM #44,SR-287 E/CR-335 N,Amarillo,TX,35.25345,-101.86566,3.04233333,city_centroid
68403,RUTTERS #16,"I-83, EXIT 10 & SR-214",York,PA,39.96499,-76.697,4.199,city_centroid
68405,PILOT TRAVEL CENTER #1028,"I-45, EXIT 178/US-79 N",Buffalo,TX,31.4121,-95.9904,3.549,city_centroid
68406,TOOT N TOTUM #114,US-385/US-54,Dalhart,TX,36.062474746917,-102.521837617566,3.199,census
68411,PAWNEE TRAVEL PLAZA,US-412 & SR-18,Pawnee,OK,36.3362,-96.7923,3.044,city_centroid
68416,STRIPES 7FLEET #42515,US-87 N,Lamesa,TX,32.7367,-101.9569,3.099,city_centroid
68417,7-ELEVEN #42072,"I-20, EXIT 599/SR-281",Longview,TX,32.50996,-94.76482,3.20733333,city_centroid
68419,ROAD RANGERS #270,"I-35, EXIT 114/SR-462",Moore,TX,29.0595,-99.0204,3.169,city_centroid
68420,SHELBINA Phillips 66,US-36 & SR-15,Shelbina,MO,39.6947,-92.0371,3.099,city_centroid
